Nom de la commune,Populationtotal,Population_string,Premier_chiffre
Saint-Martin-en-Bière,768,768,7
Saint-Méry,353,353,3
Saint-Mesmes,619,619,6
Saint-Ouen-en-Brie,848,848,8
Saint-Ouen-sur-Morin,541,541,5
Saint-Pathus,6106,6106,6
Saint-Pierre-lès-Nemours,5573,5573,5
Saint-Rémy-la-Vanne,992,992,9
Saint-Sauveur-lès-Bray,364,364,3
Saint-Sauveur-sur-École,1144,1144,1
Saint-Siméon,901,901,9
Saint-Soupplets,3273,3273,3
Saint-Thibault-des-Vignes,6522,6522,6
Sainte-Aulde,687,687,6
Sainte-Colombe,1853,1853,1
Salins,1123,1123,1
Sammeron,1140,1140,1
Samois-sur-Seine,2102,2102,2
Samoreau,2373,2373,2
Sancy,391,391,3
Sancy-lès-Provins,324,324,3
Savigny-le-Temple,30222,30222,3
Savins,615,615,6
Seine-Port,1930,1930,1
Sept-Sorts,508,508,5
Serris,9127,9127,9
Servon,3303,3303,3
Signy-Signets,590,590,5
Sigy,57,57,5
Sivry-Courtry,1229,1229,1
Sognolles-en-Montois,400,400,4
Soignolles-en-Brie,1968,1968,1
Soisy-Bouy,839,839,8
Solers,1233,1233,1
Souppes-sur-Loing,5498,5498,5
Sourdun,1889,1889,1
Tancrou,361,361,3
Thénisy,297,297,2
Thieux,916,916,9
Thomery,3585,3585,3
Thorigny-sur-Marne,10266,10266,1
Thoury-Férottes,683,683,6
Tigeaux,384,384,3
La Tombe,224,224,2
Torcy,22693,22693,2
Touquin,1219,1219,1
Tournan-en-Brie,8852,8852,8
Tousson,399,399,3
La Trétoire,503,503,5
Treuzy-Levelay,432,432,4
Trilbardou,666,666,6
Trilport,5063,5063,5
Trocy-en-Multien,241,241,2
Ury,877,877,8
Ussy-sur-Marne,1077,1077,1
Vaires-sur-Marne,13467,13467,1
Valence-en-Brie,974,974,9
Vanvillé,185,185,1
Varennes-sur-Seine,3532,3532,3
Varreddes,2026,2026,2
Vaucourtois,262,262,2
Le Vaudoué,753,753,7
Vaudoy-en-Brie,910,910,9
Vaux-le-Pénil,11220,11220,1
Vaux-sur-Lunain,228,228,2
Vendrest,740,740,7
Verdelot,697,697,6
Verneuil-l'Étang,3256,3256,3
Vernou-la-Celle-sur-Seine,2713,2713,2
Vert-Saint-Denis,7689,7689,7
Vieux-Champagne,192,192,1
Vignely,309,309,3
Ville-Saint-Jacques,839,839,8
Villebéon,488,488,4
Villecerf,736,736,7
Villemaréchal,1127,1127,1
Villemareuil,410,410,4
Villemer,753,753,7
Villenauxe-la-Petite,433,433,4
Villeneuve-le-Comte,1886,1886,1
Villeneuve-les-Bordes,619,619,6
Villeneuve-Saint-Denis,928,928,9
Villeneuve-sous-Dammartin,642,642,6
Villeneuve-sur-Bellot,1142,1142,1
Villenoy,4935,4935,4
Villeparisis,26429,26429,2
Villeroy,726,726,7
Villevaudé,2134,2134,2
Villiers-en-Bière,214,214,2
Villiers-Saint-Georges,1252,1252,1
Villiers-sous-Grez,702,702,7
Villiers-sur-Morin,1950,1950,1
Villiers-sur-Seine,306,306,3
Villuis,268,268,2
Vimpelles,531,531,5
Vinantes,381,381,3
Vincy-Manœuvre,294,294,2
Voinsles,614,614,6
Voisenon,1149,1149,1
Voulangis,1552,1552,1
Voulton,329,329,3
Voulx,1752,1752,1
Vulaines-lès-Provins,64,64,6
Vulaines-sur-Seine,2784,2784,2
Yèbles,963,963,9
Ablis,3487,3487,3
Achères,21155,21155,2
Adainville,749,749,7
Aigremont,1133,1133,1
Allainville,311,311,3
Les Alluets-le-Roi,1237,1237,1
Andelu,480,480,4
Andrésy,13442,13442,1
Arnouville-lès-Mantes,950,950,9
Aubergenville,11881,11881,1
Auffargis,2027,2027,2
Auffreville-Brasseuil,660,660,6
Aulnay-sur-Mauldre,1164,1164,1
Auteuil,974,974,9
Autouillet,515,515,5
Bailly,3863,3863,3
Bazainville,1495,1495,1
Bazemont,1623,1623,1
Bazoches-sur-Guyonne,630,630,6
Béhoust,468,468,4
Bennecourt,1919,1919,1
Beynes,7774,7774,7
Blaru,910,910,9
Boinville-en-Mantois,294,294,2
Boinville-le-Gaillard,616,616,6
Boinvilliers,293,293,2
Bois-d'Arcy,15273,15273,1
Boissets,270,270,2
La Boissière-École,838,838,8
Boissy-Mauvoisin,625,625,6
Boissy-sans-Avoir,657,657,6
Bonnelles,2012,2012,2
Bonnières-sur-Seine,4652,4652,4
Bouafle,2183,2183,2
Bougival,8841,8841,8
Bourdonné,504,504,5
Breuil-Bois-Robert,747,747,7
Bréval,1846,1846,1
Les Bréviaires,1273,1273,1
Brueil-en-Vexin,703,703,7
Buc,5980,5980,5
Buchelay,3154,3154,3
Bullion,1976,1976,1
Carrières-sous-Poissy,16357,16357,1
Carrières-sur-Seine,15160,15160,1
La Celle-les-Bordes,864,864,8
La Celle-Saint-Cloud,21378,21378,2
Cernay-la-Ville,1614,1614,1
Chambourcy,5777,5777,5
Chanteloup-les-Vignes,10455,10455,1
Chapet,1338,1338,1
Châteaufort,1434,1434,1
Chatou,30754,30754,3
Chaufour-lès-Bonnières,478,478,4
Chavenay,1889,1889,1
Le Chesnay-Rocquencourt,31780,31780,3
Chevreuse,5810,5810,5
Choisel,571,571,5
Civry-la-Forêt,339,339,3
Clairefontaine-en-Yvelines,891,891,8
Les Clayes-sous-Bois,17842,17842,1
Coignières,4420,4420,4
Condé-sur-Vesgre,1236,1236,1
Conflans-Sainte-Honorine,36285,36285,3
Courgent,385,385,3
Cravent,444,444,4
Crespières,1679,1679,1
Croissy-sur-Seine,10101,10101,1
Dammartin-en-Serve,1279,1279,1
Dampierre-en-Yvelines,1052,1052,1
Dannemarie,199,199,1
Davron,319,319,3
Drocourt,573,573,5
Ecquevilly,4304,4304,4
Élancourt,25660,25660,2
Émancé,893,893,8
Épône,6591,6591,6
Les Essarts-le-Roi,6842,6842,6
L' Étang-la-Ville,4620,4620,4
Évecquemont,801,801,8
La Falaise,594,594,5
Favrieux,148,148,1
Feucherolles,3010,3010,3
Flacourt,166,166,1
Flexanville,605,605,6
Flins-Neuve-Église,158,158,1
Flins-sur-Seine,2439,2439,2
Follainville-Dennemont,2168,2168,2
Fontenay-le-Fleury,13622,13622,1
Fontenay-Mauvoisin,375,375,3
Fontenay-Saint-Père,1001,1001,1
Freneuse,4468,4468,4
Gaillon-sur-Montcient,691,691,6
Galluis,1228,1228,1
Gambais,2524,2524,2
Gambaiseuil,63,63,6
Garancières,2398,2398,2
Gargenville,7532,7532,7
Gazeran,1301,1301,1
Gommecourt,680,680,6
Goupillières,520,520,5
Goussonville,632,632,6
Grandchamp,332,332,3
Gressey,559,559,5
Grosrouvre,945,945,9
Guernes,1099,1099,1
Guerville,2180,2180,2
Guitrancourt,621,621,6
Guyancourt,29065,29065,2
Hardricourt,2308,2308,2
Hargeville,451,451,4
La Hauteville,179,179,1
Herbeville,253,253,2
Hermeray,981,981,9
Houdan,3682,3682,3
Houilles,32480,32480,3
Issou,4148,4148,4
Jambville,849,849,8
Jouars-Pontchartrain,5773,5773,5
Jouy-en-Josas,8354,8354,8
Jouy-Mauvoisin,565,565,5
Jumeauville,616,616,6
Juziers,3864,3864,3
Lainville-en-Vexin,801,801,8
Lévis-Saint-Nom,1650,1650,1
Limay,16932,16932,1
Limetz-Villez,1973,1973,1
Les Loges-en-Josas,1620,1620,1
Lommoye,679,679,6
Longnes,1470,1470,1
Longvilliers,514,514,5
Louveciennes,7259,7259,7
Magnanville,6163,6163,6
Magny-les-Hameaux,9491,9491,9
Maisons-Laffitte,24167,24167,2
Mantes-la-Jolie,44528,44528,4
Mantes-la-Ville,20592,20592,2
Marcq,771,771,7
Mareil-le-Guyon,389,389,3
Mareil-Marly,3605,3605,3
Mareil-sur-Mauldre,1743,1743,1
Marly-le-Roi,16678,16678,1
Maule,6075,6075,6
Maulette,978,978,9
Maurecourt,4411,4411,4
Maurepas,18543,18543,1
Médan,1419,1419,1
Ménerville,211,211,2
Méré,1730,1730,1
Méricourt,427,427,4
Le Mesnil-le-Roi,6441,6441,6
Le Mesnil-Saint-Denis,6903,6903,6
Les Mesnuls,879,879,8
Meulan-en-Yvelines,9065,9065,9
Mézières-sur-Seine,3716,3716,3
Mézy-sur-Seine,2230,2230,2
Millemont,262,262,2
Milon-la-Chapelle,301,301,3
Mittainville,622,622,6
Moisson,984,984,9
Mondreville,409,409,4
Montainville,526,526,5
Montalet-le-Bois,320,320,3
Montchauvet,292,292,2
Montesson,15289,15289,1
Montfort-l'Amaury,3015,3015,3
Montigny-le-Bretonneux,33396,33396,3
Morainvilliers,3009,3009,3
Mousseaux-sur-Seine,691,691,6
Mulcent,111,111,1
Les Mureaux,32973,32973,3
Neauphle-le-Château,3428,3428,3
Neauphle-le-Vieux,955,955,9
Neauphlette,841,841,8
Nézel,1057,1057,1
Noisy-le-Roi,7812,7812,7
Notre-Dame-de-la-Mer,662,662,6
Oinville-sur-Montcient,1096,1096,1
Orcemont,1026,1026,1
Orgerus,2435,2435,2
Orgeval,6401,6401,6
Orphin,924,924,9
Orsonville,342,342,3
Orvilliers,885,885,8
Osmoy,372,372,3
Paray-Douaville,262,262,2
Le Pecq,16435,16435,1
Perdreauville,648,648,6
Le Perray-en-Yvelines,6839,6839,6
Plaisir,31808,31808,3
Poigny-la-Forêt,971,971,9
Poissy,37683,37683,3
Ponthévrard,654,654,6
Porcheville,3223,3223,3
Le Port-Marly,5589,5589,5
Prunay-en-Yvelines,880,880,8
Prunay-le-Temple,436,436,4
La Queue-les-Yvelines,2211,2211,2
Raizeux,967,967,9
Rambouillet,27249,27249,2
Rennemoulin,107,107,1
Richebourg,1477,1477,1
Rochefort-en-Yvelines,944,944,9
Rolleboise,394,394,3
Rosay,370,370,3
Rosny-sur-Seine,6475,6475,6
Sailly,389,389,3
Saint-Arnoult-en-Yvelines,6139,6139,6
Saint-Cyr-l'École,19407,19407,1
Saint-Forget,528,528,5
Saint-Germain-de-la-Grange,1907,1907,1
Saint-Germain-en-Laye,46570,46570,4
Saint-Hilarion,937,937,9
Saint-Illiers-la-Ville,403,403,4
Saint-Illiers-le-Bois,432,432,4
Saint-Lambert,491,491,4
Saint-Léger-en-Yvelines,1410,1410,1
Saint-Martin-de-Bréthencourt,653,653,6
Saint-Martin-des-Champs,315,315,3
Saint-Martin-la-Garenne,987,987,9
Saint-Nom-la-Bretèche,5120,5120,5
Saint-Rémy-l'Honoré,1597,1597,1
Saint-Rémy-lès-Chevreuse,8018,8018,8
Sainte-Mesme,959,959,9
Sartrouville,52433,52433,5
Saulx-Marchais,963,963,9
Senlisse,502,502,5
Septeuil,2372,2372,2
Soindres,686,686,6
Sonchamp,1707,1707,1
Tacoignières,1051,1051,1
Le Tartre-Gaudran,36,36,3
Le Tertre-Saint-Denis,125,125,1
Tessancourt-sur-Aubette,1030,1030,1
Thiverval-Grignon,1076,1076,1
Thoiry,1438,1438,1
Tilly,536,536,5
Toussus-le-Noble,1202,1202,1
Trappes,32714,32714,3
Le Tremblay-sur-Mauldre,1053,1053,1
Triel-sur-Seine,12108,12108,1
Vaux-sur-Seine,4993,4993,4
Vélizy-Villacoublay,22247,22247,2
Verneuil-sur-Seine,15982,15982,1
Vernouillet,10233,10233,1
La Verrière,6820,6820,6
Versailles,87900,87900,8
Vert,843,843,8
Le Vésinet,16474,16474,1
Vicq,401,401,4
Vieille-Église-en-Yvelines,710,710,7
La Villeneuve-en-Chevrie,649,649,6
Villennes-sur-Seine,5448,5448,5
Villepreux,11151,11151,1
Villette,540,540,5
Villiers-le-Mahieu,811,811,8
Villiers-Saint-Frédéric,2997,2997,2
Viroflay,16436,16436,1
Voisins-le-Bretonneux,11426,11426,1
L' Absie,993,993,9
Adilly,310,310,3
Aiffres,5709,5709,5
Aigondigné,4891,4891,4
Airvault,3328,3328,3
Alloinay,885,885,8
Allonne,683,683,6
Amailloux,834,834,8
Amuré,440,440,4
Ardin,1276,1276,1
Argentonnay,3271,3271,3
Arçais,619,619,6
Asnières-en-Poitou,211,211,2
Assais-les-Jumeaux,786,786,7
Aubigné,212,212,2
Aubigny,170,170,1
Augé,929,929,9
Availles-Thouarsais,200,200,2
Avon,67,67,6
Azay-le-Brûlé,2044,2044,2
Azay-sur-Thouet,1170,1170,1
Beaulieu-sous-Parthenay,689,689,6
Beaussais-Vitré,1033,1033,1
Beauvoir-sur-Niort,1781,1781,1
Béceleuf,771,771,7
Bessines,1738,1738,1
Beugnon-Thireuil,736,736,7
Boismé,1228,1228,1
La Boissière-en-Gâtine,248,248,2
Bougon,183,183,1
Le Bourdet,590,590,5
Boussais,467,467,4
Bressuire,20533,20533,2
Bretignolles,616,616,6
Brieuil-sur-Chizé,126,126,1
Brion-près-Thouet,751,751,7
Brioux-sur-Boutonne,1524,1524,1
Brûlain,774,774,7
Le Busseau,736,736,7
Caunay,182,182,1
Celles-sur-Belle,3964,3964,3
Cerizay,4840,4840,4
Champdeniers,1703,1703,1
Chanteloup,1032,1032,1
La Chapelle-Bâton,408,408,4
La Chapelle-Bertrand,492,492,4
La Chapelle-Pouilloux,188,188,1
La Chapelle-Saint-Laurent,2026,2026,2
Les Châteliers,493,493,4
Châtillon-sur-Thouet,2738,2738,2
Chauray,7207,7207,7
Chef-Boutonne,2695,2695,2
Chenay,457,457,4
Chérigné,152,152,1
Cherveux,1947,1947,1
Chey,577,577,5
Chiché,1735,1735,1
Le Chillou,168,168,1
Chizé,886,886,8
Cirières,969,969,9
Clavé,368,368,3
Clessé,964,964,9
Clussais-la-Pommeraie,602,602,6
Combrand,1195,1195,1
Coulon,2318,2318,2
Coulonges-sur-l'Autize,2398,2398,2
Coulonges-Thouarsais,437,437,4
Courlay,2485,2485,2
Cours,567,567,5
Couture-d'Argenson,381,381,3
La Crèche,5764,5764,5
Doux,230,230,2
Échiré,3468,3468,3
Ensigné,290,290,2
Épannes,887,887,8
Exireuil,1615,1615,1
Exoudun,586,586,5
Faye-l'Abbesse,1082,1082,1
Faye-sur-Ardin,639,639,6
Fénery,297,297,2
Fenioux,655,655,6
La Ferrière-en-Parthenay,797,797,7
Fomperron,428,428,4
Fontenille-Saint-Martin-d'Entraigues,552,552,5
Fontivillié,886,886,8
La Forêt-sur-Sèvre,2398,2398,2
Les Forges,135,135,1
Fors,1851,1851,1
Les Fosses,458,458,4
La Foye-Monjault,853,853,8
François,980,980,9
Fressines,1703,1703,1
Frontenay-Rohan-Rohan,2959,2959,2
Geay,319,319,3
Genneton,331,331,3
Germond-Rouvre,1196,1196,1
Glénay,582,582,5
Gourgé,990,990,9
Granzay-Gript,926,926,9
Les Groseillers,60,60,6
Irais,211,211,2
Juillé,101,101,1
Juscorps,367,367,3
Lageon,364,364,3
Largeasse,756,756,7
Lezay,2026,2026,2
Lhoumois,149,149,1
Limalonges,851,851,8
Loretz-d'Argenton,2692,2692,2
Lorigné,306,306,3
Loubigné,165,165,1
Loubillé,398,398,3
Louin,709,709,7
Louzy,1381,1381,1
Luché-sur-Brioux,147,147,1
Luché-Thouarsais,513,513,5
Lusseray,160,160,1
Luzay,647,647,6
Magné,2737,2737,2
Mairé-Levescault,542,542,5
Maisonnay,260,260,2
Maisontiers,159,159,1
Marcillé,790,790,7
Marigny,890,890,8
Marnes,269,269,2
Mauléon,8743,8743,8
Mauzé-sur-le-Mignon,2873,2873,2
Mazières-en-Gâtine,1035,1035,1
Melle,6540,6540,6
Melleran,517,517,5
Ménigoute,882,882,8
Messé,192,192,1
Moncoutant-sur-Sèvre,5214,5214,5
Montalembert,305,305,3
Montravers,388,388,3
La Mothe-Saint-Héray,1731,1731,1
Nanteuil,1744,1744,1
Neuvy-Bouin,520,520,5
Niort,60506,60506,6
Nueil-les-Aubiers,5661,5661,5
Oroux,96,96,9
Paizay-le-Chapt,264,264,2
Pamplie,276,276,2
Pamproux,1762,1762,1
Parthenay,10652,10652,1
Pas-de-Jeu,377,377,3
Périgné,1044,1044,1
Pers,77,77,7
La Petite-Boissière,651,651,6
La Peyratte,1220,1220,1
Pierrefitte,334,334,3
Le Pin,1075,1075,1
Plaine-d'Argenson,981,981,9
Plaine-et-Vallées,2460,2460,2
Pliboux,209,209,2
Pompaire,2057,2057,2
Pougne-Hérisson,377,377,3
Prahecq,2217,2217,2
Prailles-La Couarde,967,967,9
Pressigny,191,191,1
Prin-Deyrançon,624,624,6
Puihardy,61,61,6
Reffannes,374,374,3
Le Retail,282,282,2
La Rochénard,589,589,5
Rom,873,873,8
Romans,722,722,7
Saint-Amand-sur-Sèvre,1444,1444,1
Saint-André-sur-Sèvre,662,662,6
Saint-Aubin-du-Plain,571,571,5
Saint-Aubin-le-Cloud,1876,1876,1
Saint-Christophe-sur-Roc,569,569,5
Saint-Coutant,283,283,2
Saint-Cyr-la-Lande,362,362,3
Saint-Gelais,2154,2154,2
Saint-Généroux,375,375,3
Saint-Georges-de-Noisné,714,714,7
Saint-Georges-de-Rex,455,455,4
Saint-Germain-de-Longue-Chaume,406,406,4
Saint-Germier,232,232,2
Saint-Hilaire-la-Palud,1562,1562,1
Saint-Jacques-de-Thouars,451,451,4
Saint-Jean-de-Thouars,1393,1393,1
Saint-Laurs,576,576,5
Saint-Léger-de-Montbrun,1288,1288,1
Saint-Lin,337,337,3
Saint-Loup-Lamairé,1027,1027,1
Saint-Maixent-de-Beugné,412,412,4
Saint-Maixent-l'École,7129,7129,7
Saint-Marc-la-Lande,366,366,3
Saint-Martin-de-Bernegoue,799,799,7
Saint-Martin-de-Mâcon,312,312,3
Saint-Martin-de-Saint-Maixent,1136,1136,1
Saint-Martin-de-Sanzay,1102,1102,1
Saint-Martin-du-Fouilloux,240,240,2
Saint Maurice Étusson,887,887,8
Saint-Maxire,1345,1345,1
Saint-Pardoux-Soutiers,1912,1912,1
Saint-Paul-en-Gâtine,455,455,4
Saint-Pierre-des-Échaubrognes,1436,1436,1
Saint-Pompain,955,955,9
Saint-Rémy,1123,1123,1
Saint-Romans-des-Champs,177,177,1
Saint-Romans-lès-Melle,736,736,7
Saint-Symphorien,1975,1975,1
Saint-Varent,2485,2485,2
Saint-Vincent-la-Châtre,662,662,6
Sainte-Eanne,626,626,6
Sainte-Gemme,403,403,4
Sainte-Néomaye,1358,1358,1
Sainte-Ouenne,817,817,8
Sainte-Soline,372,372,3
Sainte-Verge,1425,1425,1
Saivres,1482,1482,1
Salles,341,341,3
Sansais,804,804,8
Saurais,191,191,1
Sauzé-Vaussais,1622,1622,1
Sciecq,648,648,6
Scillé,362,362,3
Secondigné-sur-Belle,526,526,5
Secondigny,1924,1924,1
Séligné,118,118,1
Sepvret,632,632,6
Soudan,434,434,4
Souvigné,930,930,9
Surin,669,669,6
Le Tallud,2069,2069,2
Thénezay,1432,1432,1
Thouars,14341,14341,1
Tourtenay,121,121,1
Trayes,126,126,1
Val-du-Mignon,1115,1115,1
Val en Vignes,2133,2133,2
Valdelaume,861,861,8
Vallans,808,808,8
Le Vanneau-Irleau,898,898,8
Vanzay,237,237,2
Vançais,226,226,2
Vasles,1686,1686,1
Vausseroux,332,332,3
Vautebis,115,115,1
Vernoux-en-Gâtine,584,584,5
Vernoux-sur-Boutonne,217,217,2
Verruyes,938,938,9
Le Vert,131,131,1
Viennay,1125,1125,1
Villefollet,221,221,2
Villemain,152,152,1
Villiers-en-Bois,126,126,1
Villiers-en-Plaine,1805,1805,1
Villiers-sur-Chizé,166,166,1
Vouhé,396,396,3
Vouillé,3391,3391,3
Voulmentin,1139,1139,1
Xaintray,227,227,2
Abbeville,23358,23358,2
Ablaincourt-Pressoir,271,271,2
Acheux-en-Amiénois,604,604,6
Acheux-en-Vimeu,533,533,5
Agenville,93,93,9
Agenvillers,232,232,2
Aigneville,909,909,9
Ailly-le-Haut-Clocher,989,989,9
Ailly-sur-Noye,2870,2870,2
Ailly-sur-Somme,2993,2993,2
Airaines,2410,2410,2
Aizecourt-le-Bas,54,54,5
Aizecourt-le-Haut,70,70,7
Albert,10102,10102,1
Allaines,476,476,4
Allenay,255,255,2
Allery,807,807,8
Allonville,755,755,7
Amiens,136754,136754,1
Andainville,257,257,2
Andechy,273,273,2
Argoules,329,329,3
Arguel,29,29,2
Argœuves,548,548,5
Armancourt,33,33,3
Arquèves,168,168,1
Arrest,895,895,8
Arry,220,220,2
Arvillers,786,786,7
Assainvillers,108,108,1
Assevillers,300,300,3
Athies,600,600,6
Aubercourt,82,82,8
Aubigny,509,509,5
Aubvillers,144,144,1
Auchonvillers,146,146,1
Ault,1482,1482,1
Aumâtre,185,185,1
Aumont,149,149,1
Autheux,122,122,1
Authie,296,296,2
Authieule,415,415,4
Authuille,167,167,1
Avelesges,57,57,5
Aveluy,526,526,5
Avesnes-Chaussoy,67,67,6
Ayencourt,205,205,2
Bacouel-sur-Selle,511,511,5
Bailleul,269,269,2
Baizieux,212,212,2
Balâtre,73,73,7
Barleux,235,235,2
Barly,180,180,1
Bavelincourt,107,107,1
Bayencourt,82,82,8
Bayonvillers,344,344,3
Bazentin,80,80,8
Béalcourt,104,104,1
Beaucamps-le-Jeune,205,205,2
Beaucamps-le-Vieux,1440,1440,1
Beauchamps,1017,1017,1
Beaucourt-en-Santerre,179,179,1
Beaucourt-sur-l'Ancre,97,97,9
Beaucourt-sur-l'Hallue,305,305,3
Beaufort-en-Santerre,208,208,2
Beaumetz,227,227,2
Beaumont-Hamel,215,215,2
Beauquesne,1393,1393,1
Beauval,2123,2123,2
Bécordel-Bécourt,162,162,1
Becquigny,132,132,1
Béhen,513,513,5
Béhencourt,336,336,3
Bellancourt,522,522,5
Belleuse,357,357,3
Belloy-en-Santerre,151,151,1
Belloy-Saint-Léonard,94,94,9
Belloy-sur-Somme,760,760,7
Bergicourt,149,149,1
Bermesnil,224,224,2
Bernâtre,34,34,3
Bernaville,1087,1087,1
Bernay-en-Ponthieu,237,237,2
Bernes,354,354,3
Berneuil,258,258,2
Berny-en-Santerre,157,157,1
Bertangles,633,633,6
Berteaucourt-les-Dames,1170,1170,1
Berteaucourt-lès-Thennes,447,447,4
Bertrancourt,226,226,2
Béthencourt-sur-Mer,977,977,9
Béthencourt-sur-Somme,132,132,1
Bettembos,105,105,1
Bettencourt-Rivière,235,235,2
Bettencourt-Saint-Ouen,624,624,6
Beuvraignes,865,865,8
Biaches,391,391,3
Biarre,67,67,6
Biencourt,137,137,1
Billancourt,175,175,1
Blangy-sous-Poix,184,184,1
Blangy-Tronville,573,573,5
Boisbergues,79,79,7
Le Boisle,365,365,3
Boismont,492,492,4
Bonnay,238,238,2
Bonneville,338,338,3
Bosquel,340,340,3
Bouchavesnes-Bergen,295,295,2
Bouchoir,296,296,2
Bouchon,156,156,1
Boufflers,123,123,1
Bougainville,455,455,4
Bouillancourt-en-Séry,560,560,5
Bouillancourt-la-Bataille,155,155,1
Bouquemaison,518,518,5
Bourdon,393,393,3
Bourseville,713,713,7
Boussicourt,87,87,8
Bouttencourt,952,952,9
Bouvaincourt-sur-Bresle,879,879,8
Bouvincourt-en-Vermandois,155,155,1
Bouzincourt,563,563,5
Bovelles,440,440,4
Boves,3226,3226,3
Braches,266,266,2
Brailly-Cornehotte,242,242,2
Brassy,74,74,7
Bray-lès-Mareuil,244,244,2
Bray-sur-Somme,1283,1283,1
Breilly,689,689,6
Bresle,129,129,1
Breuil,46,46,4
Brévillers,111,111,1
Brie,332,332,3
Briquemesnil-Floxicourt,274,274,2
Brocourt,99,99,9
Brouchy,521,521,5
Brucamps,139,139,1
Brutelles,212,212,2
Buigny-l'Abbé,320,320,3
Buigny-lès-Gamaches,419,419,4
Buigny-Saint-Maclou,529,529,5
Buire-Courcelles,241,241,2
Buire-sur-l'Ancre,314,314,3
Bus-la-Mésière,168,168,1
Bus-lès-Artois,134,134,1
Bussu,220,220,2
Bussus-Bussuel,305,305,3
Bussy-lès-Daours,384,384,3
Bussy-lès-Poix,103,103,1
Buverchy,49,49,4
Cachy,286,286,2
Cagny,1225,1225,1
Cahon,203,203,2
Caix,752,752,7
Cambron,735,735,7
Camon,4486,4486,4
Camps-en-Amiénois,189,189,1
Canaples,713,713,7
Canchy,326,326,3
Candas,1109,1109,1
Cannessières,70,70,7
Cantigny,115,115,1
Caours,622,622,6
Cappy,542,542,5
Cardonnette,525,525,5
Le Cardonnois,86,86,8
Carnoy-Mametz,289,289,2
Carrépuis,276,276,2
Cartigny,769,769,7
Caulières,210,210,2
Cavillon,104,104,1
Cayeux-en-Santerre,121,121,1
Cayeux-sur-Mer,2509,2509,2
Cerisy,536,536,5
Cerisy-Buleux,272,272,2
Champien,286,286,2
Chaulnes,2113,2113,2
La Chaussée-Tirancourt,670,670,6
Chaussoy-Epagny,587,587,5
La Chavatte,74,74,7
Chépy,1269,1269,1
Chilly,188,188,1
Chipilly,173,173,1
Chirmont,120,120,1
Chuignes,135,135,1
Chuignolles,155,155,1
Citerne,242,242,2
Cizancourt,34,34,3
Clairy-Saulchoix,374,374,3
Cléry-sur-Somme,557,557,5
Cocquerel,231,231,2
Coigneux,51,51,5
Coisy,343,343,3
Colincamps,90,90,9
Combles,777,777,7
Condé-Folie,926,926,9
Contalmaison,118,118,1
Contay,365,365,3
Conteville,215,215,2
Contre,160,160,1
Conty,1783,1783,1
Corbie,6363,6363,6
Cottenchy,748,748,7
Coullemelle,333,333,3
Coulonvillers,239,239,2
Courcelette,155,155,1
Courcelles-au-Bois,82,82,8
Courcelles-sous-Moyencourt,142,142,1
Courcelles-sous-Thoix,69,69,6
Courtemanche,104,104,1
Cramont,308,308,3
Crécy-en-Ponthieu,1466,1466,1
Crémery,121,121,1
Cressy-Omencourt,124,124,1
Creuse,194,194,1
Croix-Moligneaux,283,283,2
Croixrault,444,444,4
Le Crotoy,2045,2045,2
Crouy-Saint-Pierre,348,348,3
Curchy,307,307,3
Curlu,170,170,1
Damery,240,240,2
Dancourt-Popincourt,156,156,1
Daours,813,813,8
Dargnies,1264,1264,1
Davenescourt,567,567,5
Démuin,503,503,5
Dernancourt,549,549,5
Devise,53,53,5
Doingt,1463,1463,1
Domart-en-Ponthieu,1106,1106,1
Domart-sur-la-Luce,428,428,4
Domesmont,45,45,4
Dominois,182,182,1
Domléger-Longvillers,305,305,3
Dommartin,353,353,3
Dompierre-Becquincourt,714,714,7
Dompierre-sur-Authie,406,406,4
Domqueur,318,318,3
Domvast,354,354,3
Doudelainville,347,347,3
Douilly,241,241,2
Doullens,6412,6412,6
Dreuil-lès-Amiens,1664,1664,1
Driencourt,95,95,9
Dromesnil,95,95,9
Drucat,946,946,9
Dury,1491,1491,1
Eaucourt-sur-Somme,431,431,4
L' Échelle-Saint-Aurin,53,53,5
Éclusier-Vaux,120,120,1
Embreville,564,564,5
Englebelmer,299,299,2
Ennemain,264,264,2
Épagne-Épagnette,559,559,5
Épaumesnil,133,133,1
Épécamps,5,5,5
Épehy,1159,1159,1
Épénancourt,124,124,1
Éplessier,370,370,3
Eppeville,1834,1834,1
Équancourt,301,301,3
Équennes-Éramecourt,303,303,3
Erches,190,190,1
Ercheu,797,797,7
Ercourt,124,124,1
Ergnies,181,181,1
Érondelle,516,516,5
Esclainvillers,167,167,1
Esmery-Hallon,804,804,8
Essertaux,265,265,2
Estrébœuf,247,247,2
Estrées-Deniécourt,340,340,3
Estrées-lès-Crécy,398,398,3
Estrées-Mons,611,611,6
Estrées-sur-Noye,273,273,2
Étalon,137,137,1
Ételfay,384,384,3
Éterpigny,171,171,1
Étinehem-Méricourt,599,599,5
L' Étoile,1202,1202,1
Étréjust,45,45,4
Étricourt-Manancourt,535,535,5
La Faloise,232,232,2
Falvy,153,153,1
Famechon,269,269,2
Faverolles,164,164,1
Favières,470,470,4
Fay,105,105,1
Ferrières,481,481,4
Fescamps,143,143,1
Feuillères,148,148,1
Feuquières-en-Vimeu,2613,2613,2
Fieffes-Montrelet,335,335,3
